2019 Federal Election House of Representatives Two Party Preferred By Polling Place [Event:24310 Phase:FinalResults Generated:2019-07-30T11:10:52 Cycle:02109509-c159-4199-88f6-389818be8a1c Created:2019-07-26T10:57:31 Environment:PROD Site:CANBERRA Server:TALLYROOM Version:10.7.17.56581],,,,,,,,,,
StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlace,Liberal/National Coalition Votes,Liberal/National Coalition Percentage,Australian Labor Party Votes,Australian Labor Party Percentage,TotalVotes,Swing
NSW,119,Fowler,868,Cabramatta,373,19.54,1536,80.46,1909,2.83
NSW,119,Fowler,163,Cabramatta East,409,26.34,1144,73.66,1553,4.03
NSW,119,Fowler,869,Cabramatta South,260,21,978,79,1238,-1.78
NSW,119,Fowler,870,Cabramatta West,286,21.31,1056,78.69,1342,-0.62
NSW,119,Fowler,876,Cabramatta West Central,563,25.73,1625,74.27,2188,1.25
NSW,119,Fowler,2331,Canley Heights,381,22.98,1277,77.02,1658,1.42
NSW,119,Fowler,2332,Canley Vale,410,23.96,1301,76.04,1711,5.15
NSW,119,Fowler,872,Chipping Norton,1267,57.7,929,42.3,2196,3.2
NSW,119,Fowler,30110,Divisional Office (PREPOLL),0,0,0,0,0,-25.81
NSW,119,Fowler,11993,Edensor Park,1079,48.26,1157,51.74,2236,4.71
NSW,119,Fowler,873,Edensor Park North,807,46.35,934,53.65,1741,9.12
NSW,119,Fowler,58661,Fairfield FOWLER PPVC,3237,26.68,8897,73.32,12134,0.12
NSW,119,Fowler,80591,Fairfield West (Fowler),186,32.18,392,67.82,578,-0.18
NSW,119,Fowler,874,Greenfield Park,683,37.4,1143,62.6,1826,4.32
NSW,119,Fowler,65206,Hinchinbrook FOWLER PPVC,483,45.18,586,54.82,1069,8.68
NSW,119,Fowler,2348,Lansvale,369,24.28,1151,75.72,1520,1.69
NSW,119,Fowler,173,Lansvale East,362,35.04,671,64.96,1033,3.34
NSW,119,Fowler,879,Liverpool,494,31.29,1085,68.71,1579,3.62
NSW,119,Fowler,884,Liverpool Central,463,34.3,887,65.7,1350,3.33
NSW,119,Fowler,58778,Liverpool FOWLER PPVC,2228,34.88,4159,65.12,6387,3.92
NSW,119,Fowler,31750,Liverpool South,249,30.82,559,69.18,808,6.27
NSW,119,Fowler,882,Liverpool West (Fowler),528,37.31,887,62.69,1415,3.9
NSW,119,Fowler,887,Mount Pritchard (Fowler),448,36.45,781,63.55,1229,7.48
NSW,119,Fowler,888,Mount Pritchard East,459,34.46,873,65.54,1332,6.47
NSW,119,Fowler,890,Newbridge Heights,799,56.47,616,43.53,1415,5.2
NSW,119,Fowler,80600,Smithfield West (Fowler),158,57.45,117,42.55,275,5.16
NSW,119,Fowler,58587,Special Hospital Team 1,65,48.51,69,51.49,134,-0.84
NSW,119,Fowler,893,St Johns Park,604,31.15,1335,68.85,1939,2.25
NSW,119,Fowler,14058,Sydney (Fowler),21,28,54,72,75,-2.26
NSW,119,Fowler,2358,Villawood,387,28.25,983,71.75,1370,1.41
NSW,119,Fowler,2359,Villawood North,392,29.61,932,70.39,1324,3.93
NSW,119,Fowler,894,Wakeley,718,37.51,1196,62.49,1914,4.75
NSW,119,Fowler,896,Warwick Farm,269,25.79,774,74.21,1043,0.61
NSW,119,Fowler,80602,Wetherill Park (Fowler),212,49.07,220,50.93,432,8.71
NSW,119,Fowler,83928,Wetherill Park FOWLER PPVC,1721,44.16,2176,55.84,3897,17.6
NSW,119,Fowler,80492,Yennora (Fowler),77,27.11,207,72.89,284,-3.87
NSW,120,Gilmore,11943,Basin View,378,40.95,545,59.05,923,-1.16
NSW,120,Gilmore,669,Batehaven,426,48.69,449,51.31,875,-0.52
NSW,120,Gilmore,670,Batemans Bay,551,46.46,635,53.54,1186,-3.32
NSW,120,Gilmore,33919,Batemans Bay PPVC,4308,51.59,4042,48.41,8350,-2.3
NSW,120,Gilmore,671,Bawley Point,149,35.9,266,64.1,415,-7.57
NSW,120,Gilmore,2776,Berry,831,52.93,739,47.07,1570,-5.5
NSW,120,Gilmore,65612,BLV Gilmore PPVC,4,33.33,8,66.67,12,-23.81
NSW,120,Gilmore,2777,Bomaderry,694,41.02,998,58.98,1692,-6.59
NSW,120,Gilmore,11638,Broulee,369,42.03,509,57.97,878,-3.4
NSW,120,Gilmore,686,Burrill Lake,236,46.27,274,53.73,510,1.6
NSW,120,Gilmore,32478,Callala Bay,447,45.15,543,54.85,990,0.15
NSW,120,Gilmore,908,Callala Beach,171,44.07,217,55.93,388,-2.02
NSW,120,Gilmore,909,Cambewarra,394,52.32,359,47.68,753,-5.33
NSW,120,Gilmore,916,Cudmirrah,322,45.93,379,54.07,701,-4.69
NSW,120,Gilmore,917,Culburra,494,43.87,632,56.13,1126,-5.2
NSW,120,Gilmore,918,Currarong,117,45.35,141,54.65,258,-2.76
NSW,120,Gilmore,30111,Divisional Office (PREPOLL),0,0,0,0,0,-63.64
NSW,120,Gilmore,920,Erowal Bay,161,37.27,271,62.73,432,-4.41
NSW,120,Gilmore,922,Falls Creek,174,54.72,144,45.28,318,2.28
NSW,120,Gilmore,2783,Gerringong,482,44.88,592,55.12,1074,-4
NSW,120,Gilmore,2784,Gerroa,162,52.94,144,47.06,306,-0.26
NSW,120,Gilmore,932,Greenwell Point,319,49.08,331,50.92,650,-3.69
NSW,120,Gilmore,936,Huskisson,268,38.23,433,61.77,701,-8.28
NSW,120,Gilmore,2788,Jamberoo,431,51.87,400,48.13,831,-2.31
NSW,120,Gilmore,938,Kangaroo Valley,253,43.32,331,56.68,584,-9.21
NSW,120,Gilmore,2790,Kiama,759,45.78,899,54.22,1658,-6.59
NSW,120,Gilmore,2791,Kiama Downs,439,43.17,578,56.83,1017,-4.75
NSW,120,Gilmore,33746,Kiama PPVC,3152,50.73,3061,49.27,6213,-3.74
NSW,120,Gilmore,31482,Kiama South,274,42.48,371,57.52,645,-4.41
NSW,120,Gilmore,911,Lake Conjola,155,45.72,184,54.28,339,-6.88
NSW,120,Gilmore,31839,Long Beach,224,50.34,221,49.66,445,-1.54
NSW,120,Gilmore,11637,Malua Bay,328,43.85,420,56.15,748,-7.75
NSW,120,Gilmore,942,Manyana,111,35.13,205,64.87,316,-7.06
NSW,120,Gilmore,705,Milton,304,42.46,412,57.54,716,-13.18
NSW,120,Gilmore,2797,Minnamurra,458,46.73,522,53.27,980,-2.99
NSW,120,Gilmore,706,Mogo,96,40.17,143,59.83,239,-7.57
NSW,120,Gilmore,708,Moruya,777,40.28,1152,59.72,1929,-4.96
NSW,120,Gilmore,83544,Moruya South,198,37.36,332,62.64,530,-7.88
NSW,120,Gilmore,707,Narrawallee,352,48.89,368,51.11,720,-3.6
NSW,120,Gilmore,711,Nelligen,91,59.09,63,40.91,154,1.22
NSW,120,Gilmore,950,Nowra,527,38.22,852,61.78,1379,-2.71
NSW,120,Gilmore,954,Nowra Bomaderry,693,48.46,737,51.54,1430,-1.21
NSW,120,Gilmore,963,Nowra Centre,410,38.39,658,61.61,1068,-8.89
NSW,120,Gilmore,951,Nowra East,397,36.09,703,63.91,1100,-2.32
NSW,120,Gilmore,952,Nowra Hill,229,50,229,50,458,-4.56
NSW,120,Gilmore,33136,Nowra North,349,47.74,382,52.26,731,-6.71
NSW,120,Gilmore,34039,Nowra PPVC,8163,50.34,8052,49.66,16215,-1.7
NSW,120,Gilmore,31484,Nowra South,497,39.66,756,60.34,1253,-1.86
NSW,120,Gilmore,955,Orient Point,169,39.58,258,60.42,427,-1.95
NSW,120,Gilmore,962,Sanctuary Point,668,35.78,1199,64.22,1867,-5.53
NSW,120,Gilmore,2807,Shoalhaven Heads,667,45.81,789,54.19,1456,-6.09
NSW,120,Gilmore,725,South Durras,63,43.15,83,56.85,146,-19.35
NSW,120,Gilmore,33620,Special Hospital Team 1,181,40.95,261,59.05,442,-11.19
NSW,120,Gilmore,33728,Special Hospital Team 2,52,50.49,51,49.51,103,-1.85
NSW,120,Gilmore,33730,Special Hospital Team 3,66,55,54,45,120,2.94
NSW,120,Gilmore,46418,Special Hospital Team 4,127,50,127,50,254,-2.33
NSW,120,Gilmore,960,St Georges Basin,549,47,619,53,1168,-4.67
NSW,120,Gilmore,726,Sunshine Bay,553,49.6,562,50.4,1115,0.91
NSW,120,Gilmore,964,Sussex Inlet,684,50.41,673,49.59,1357,-3.41
NSW,120,Gilmore,14061,Sydney (Gilmore),15,51.72,14,48.28,29,10.98
NSW,120,Gilmore,970,Terara,350,49.02,364,50.98,714,-6.87
NSW,120,Gilmore,31033,Tomakin,276,46.15,322,53.85,598,-1.14
NSW,120,Gilmore,972,Tomerong,292,42.14,401,57.86,693,-5.8
NSW,120,Gilmore,731,Tuross Head,512,47.28,571,52.72,1083,-3.1
NSW,120,Gilmore,732,Ulladulla,789,44.58,981,55.42,1770,-1.55
NSW,120,Gilmore,33747,Ulladulla PPVC,4604,49.71,4658,50.29,9262,-4.82
NSW,120,Gilmore,974,Vincentia,644,46.46,742,53.54,1386,-4.35
NSW,120,Gilmore,83547,Vincentia PPVC,1518,43.7,1956,56.3,3474,-3.86
NSW,120,Gilmore,34333,Wandandian,135,49.27,139,50.73,274,3.07
NSW,120,Gilmore,2811,Werri Beach,438,48.99,456,51.01,894,-2.5
NSW,121,Grayndler,44534,Annandale (Grayndler),393,21.91,1401,78.09,1794,-7.65
NSW,121,Grayndler,83727,Annandale Central,113,21.73,407,78.27,520,8.88
NSW,121,Grayndler,2728,Annandale North,569,25.93,1625,74.07,2194,-7.01
NSW,121,Grayndler,80662,Ashfield (Grayndler),268,28.6,669,71.4,937,-0.69
NSW,121,Grayndler,987,Ashfield East (Grayndler),124,21.75,446,78.25,570,-8.24
NSW,121,Grayndler,33893,Ashfield GRAYNDLER PPVC,1384,34.73,2601,65.27,3985,2.88
NSW,121,Grayndler,988,Ashfield North (Grayndler),316,26.6,872,73.4,1188,-2.86
NSW,121,Grayndler,82588,Ashfield South (Grayndler),161,21.7,581,78.3,742,-1.2
NSW,121,Grayndler,2730,Balmain,225,34.78,422,65.22,647,-10.24
NSW,121,Grayndler,2741,Balmain Central,715,34,1388,66,2103,-6.8
NSW,121,Grayndler,2731,Balmain East,321,33.02,651,66.98,972,-3.69
NSW,121,Grayndler,2733,Birchgrove,578,35.99,1028,64.01,1606,-6.01
NSW,121,Grayndler,83735,Birchgrove East,270,28.36,682,71.64,952,8.12
NSW,121,Grayndler,65467,BLV Grayndler PPVC,4,25,12,75,16,9.62
NSW,121,Grayndler,80671,Camperdown South (Grayndler),42,7.51,517,92.49,559,-3.92
NSW,121,Grayndler,82783,Canterbury North (Grayndler),133,21.84,476,78.16,609,2.2
NSW,121,Grayndler,97567,Central Sydney GRAYNDLER PPVC,138,18.88,593,81.12,731,3.09
NSW,121,Grayndler,30112,Divisional Office (PREPOLL),0,0,0,0,0,0
NSW,121,Grayndler,2737,Dobroyd Point,550,43.69,709,56.31,1259,2.12
NSW,121,Grayndler,2738,Dulwich Hill,295,19.48,1219,80.52,1514,0.02
NSW,121,Grayndler,1012,Dulwich Hill South,219,15.94,1155,84.06,1374,-2.65
NSW,121,Grayndler,997,Dulwich Hill West,198,22.32,689,77.68,887,1.54
NSW,121,Grayndler,2739,Enmore,247,16.21,1277,83.79,1524,0.9
NSW,121,Grayndler,97593,Glebe GRAYNDLER PPVC,198,29.03,484,70.97,682,13.24
NSW,121,Grayndler,2745,Haberfield,428,43.94,546,56.06,974,-0.14
NSW,121,Grayndler,2746,Haberfield West,319,37.31,536,62.69,855,3.87
NSW,121,Grayndler,65692,Haymarket GRAYNDLER PPVC,351,29.9,823,70.1,1174,3.45
NSW,121,Grayndler,1004,Hurlstone Park (Grayndler),237,26.02,674,73.98,911,1.18
NSW,121,Grayndler,2748,Leichhardt,572,27.33,1521,72.67,2093,-3.91
NSW,121,Grayndler,2749,Leichhardt East,260,25.92,743,74.08,1003,-5.17
NSW,121,Grayndler,83882,Leichhardt GRAYNDLER PPVC,2288,31.35,5010,68.65,7298,15.49
NSW,121,Grayndler,2750,Leichhardt South,277,27.59,727,72.41,1004,-2.28
NSW,121,Grayndler,2747,Leichhardt West,386,24.35,1199,75.65,1585,-2.58
NSW,121,Grayndler,2751,Lewisham,371,17.4,1761,82.6,2132,-4.4
NSW,121,Grayndler,2753,Lilyfield,487,28.17,1242,71.83,1729,-4.17
NSW,121,Grayndler,2754,Lilyfield North,305,30.47,696,69.53,1001,-3.31
NSW,121,Grayndler,1008,Marrickville,402,20.35,1573,79.65,1975,1.33
NSW,121,Grayndler,1009,Marrickville Central,210,13.65,1328,86.35,1538,-2.2
NSW,121,Grayndler,82982,Marrickville East,36,14.46,213,85.54,249,4.46
NSW,121,Grayndler,33898,Marrickville GRAYNDLER PPVC,1434,23.01,4797,76.99,6231,0.11
NSW,121,Grayndler,2757,Marrickville North,224,15.98,1178,84.02,1402,-2.56
NSW,121,Grayndler,82988,Newtown East (Grayndler),43,11.35,336,88.65,379,-3.36
NSW,121,Grayndler,97560,Newtown GRAYNDLER PPVC,360,18.44,1592,81.56,1952,2.65
NSW,121,Grayndler,12071,Newtown North (Grayndler),77,15.68,414,84.32,491,3.41
NSW,121,Grayndler,2734,Newtown South,183,12.92,1233,87.08,1416,-2.11
NSW,121,Grayndler,2758,Petersham,265,22.59,908,77.41,1173,-0.08
NSW,121,Grayndler,2759,Petersham East,214,22.34,744,77.66,958,-1.76
NSW,121,Grayndler,2763,Rozelle,694,34.96,1291,65.04,1985,-6.6
NSW,121,Grayndler,83736,Rozelle Central,415,32.81,850,67.19,1265,13.81
NSW,121,Grayndler,2729,Rozelle East,264,38.77,417,61.23,681,-1.55
NSW,121,Grayndler,33623,Special Hospital Team 1,40,33.33,80,66.67,120,5.49
NSW,121,Grayndler,1467,St Peters,169,18.25,757,81.75,926,0.24
NSW,121,Grayndler,2764,Stanmore,344,15.59,1863,84.41,2207,-2.69
NSW,121,Grayndler,2765,Stanmore North,322,28.96,790,71.04,1112,0.87
NSW,121,Grayndler,1013,Summer Hill,309,21.35,1138,78.65,1447,-3.13
NSW,121,Grayndler,1015,Summer Hill South,302,19.53,1244,80.47,1546,-3.28
NSW,121,Grayndler,1469,Sydenham,139,19.5,574,80.5,713,-2.24
NSW,121,Grayndler,14079,Sydney (Grayndler),88,26.91,239,73.09,327,4.94
NSW,121,Grayndler,65174,Sydney GRAYNDLER PPVC,482,34.4,919,65.6,1401,3.43
NSW,122,Greenway,34359,Acacia Gardens,941,47.82,1027,52.18,1968,3.89
NSW,122,Greenway,65240,Baulkham Hills GREENWAY PPVC,574,61.13,365,38.87,939,-0.27
NSW,122,Greenway,11947,Blacktown,337,39.05,526,60.95,863,5.18
NSW,122,Greenway,1055,Blacktown East,559,40.6,818,59.4,1377,5.24
NSW,122,Greenway,33913,Blacktown GREENWAY PPVC,3945,38.96,6181,61.04,10126,2.97
NSW,122,Greenway,45558,Blacktown North,233,31.79,500,68.21,733,3
NSW,122,Greenway,57174,Blacktown South (Greenway),731,38.47,1169,61.53,1900,4.6
NSW,122,Greenway,65407,BLV Greenway PPVC,3,37.5,5,62.5,8,-9.17
NSW,122,Greenway,30113,Divisional Office (PREPOLL),2,40,3,60,5,23.33
NSW,122,Greenway,2254,Girraween,796,36.87,1363,63.13,2159,2.23
NSW,122,Greenway,83591,Girraween West,110,50.93,106,49.07,216,12.74
NSW,122,Greenway,1043,Glenwood,857,47.56,945,52.44,1802,2.07
NSW,122,Greenway,46555,Glenwood South,903,50.93,870,49.07,1773,2.17
NSW,122,Greenway,33757,Glenwood West,936,34.04,1814,65.96,2750,-9.06
NSW,122,Greenway,38323,Kellyville Ridge,1127,52.91,1003,47.09,2130,1.7
NSW,122,Greenway,1031,Kings Langley,990,54.22,836,45.78,1826,0.95
NSW,122,Greenway,1032,Kings Langley North,1163,60.01,775,39.99,1938,3.78
NSW,122,Greenway,32327,Kings Park,522,52.1,480,47.9,1002,5.01
NSW,122,Greenway,1033,Lalor Park,596,39.81,901,60.19,1497,5
NSW,122,Greenway,1035,Lalor Park North,431,38.76,681,61.24,1112,2.42
NSW,122,Greenway,65196,Parramatta GREENWAY PPVC,396,42.95,526,57.05,922,6.73
NSW,122,Greenway,11979,Pendle Hill (Greenway),167,41.03,240,58.97,407,4.38
NSW,122,Greenway,11978,Pendle Hill Central (Greenway),232,37.79,382,62.21,614,3.18
NSW,122,Greenway,1034,Prospect West,769,43.74,989,56.26,1758,1.03
NSW,122,Greenway,1047,Quakers Hill East (Greenway),839,43.77,1078,56.23,1917,2.94
NSW,122,Greenway,11946,Quakers Hill North,1103,48.06,1192,51.94,2295,3.67
NSW,122,Greenway,31631,Quakers Hill West,1264,52.06,1164,47.94,2428,1.54
NSW,122,Greenway,1048,Riverstone,704,53.54,611,46.46,1315,4.76
NSW,122,Greenway,1049,Riverstone East,865,56.35,670,43.65,1535,3.42
NSW,122,Greenway,1050,Schofields,713,50.28,705,49.72,1418,-1.03
NSW,122,Greenway,83593,Schofields South,141,58.02,102,41.98,243,11.74
NSW,122,Greenway,1051,Seven Hills,387,37.57,643,62.43,1030,0.18
NSW,122,Greenway,1056,Seven Hills Central,470,35.18,866,64.82,1336,2.54
NSW,122,Greenway,1052,Seven Hills East,623,52.53,563,47.47,1186,8.14
NSW,122,Greenway,1042,Seven Hills Heights,490,40.43,722,59.57,1212,4.22
NSW,122,Greenway,1053,Seven Hills North,639,52.46,579,47.54,1218,1.01
NSW,122,Greenway,1029,Seven Hills South,745,44.48,930,55.52,1675,1.4
NSW,122,Greenway,1054,Seven Hills West,559,37.52,931,62.48,1490,2.9
NSW,122,Greenway,57204,Special Hospital Team 1,7,30.43,16,69.57,23,1.58
NSW,122,Greenway,47683,Stanhope Gardens,1227,50.31,1212,49.69,2439,4.18
NSW,122,Greenway,83594,Stanhope Gardens North,381,57.81,278,42.19,659,6.48
NSW,122,Greenway,14082,Sydney (Greenway),30,35.29,55,64.71,85,-0.42
NSW,122,Greenway,47684,The Ponds,1587,56.16,1239,43.84,2826,2.94
NSW,122,Greenway,83659,The Ponds GREENWAY PPVC,5701,52.45,5168,47.55,10869,3.51
NSW,122,Greenway,82532,The Ponds West,1138,51.54,1070,48.46,2208,1.8
NSW,122,Greenway,1040,Toongabbie,1079,42.56,1456,57.44,2535,3.76
NSW,122,Greenway,1810,Vineyard East (Greenway),240,63.66,137,36.34,377,8.42
NSW,124,Hughes,31034,Alfords Point,1263,68.57,579,31.43,1842,2.33
NSW,124,Hughes,1192,Bangor,1862,68.94,839,31.06,2701,1.1
NSW,124,Hughes,97412,Bangor North,391,66.72,195,33.28,586,0.24
NSW,124,Hughes,97413,Bangor South,198,64.5,109,35.5,307,-3.33
NSW,124,Hughes,11949,Barden Ridge,1428,72.23,549,27.77,1977,0.58
NSW,124,Hughes,65415,BLV Hughes PPVC,2,33.33,4,66.67,6,-5.13
NSW,124,Hughes,1194,Bonnet Bay,794,59.3,545,40.7,1339,-3.16
NSW,124,Hughes,1195,Bundeena,458,39.65,697,60.35,1155,-4.39
NSW,124,Hughes,97577,Central Sydney HUGHES PPVC,80,36.87,137,63.13,217,-20.27
NSW,124,Hughes,1201,Como West,1025,48.26,1099,51.74,2124,-5.65
NSW,124,Hughes,30115,Divisional Office (PREPOLL),0,0,0,0,0,0
NSW,124,Hughes,1202,Engadine,1253,54.45,1048,45.55,2301,-0.28
NSW,124,Hughes,83573,Engadine East,272,60.44,178,39.56,450,5.66
NSW,124,Hughes,58665,Engadine HUGHES PPVC,4589,59.83,3081,40.17,7670,2.33
NSW,124,Hughes,1204,Engadine North,758,57.73,555,42.27,1313,-2.04
NSW,124,Hughes,1193,Engadine South,533,57.81,389,42.19,922,1.93
NSW,124,Hughes,1205,Engadine West,1265,60.5,826,39.5,2091,0.86
NSW,124,Hughes,427,Grays Point,741,57.04,558,42.96,1299,-3.91
NSW,124,Hughes,1208,Hammondville,1146,63,673,37,1819,2.25
NSW,124,Hughes,1210,Heathcote,881,52.44,799,47.56,1680,-2.59
NSW,124,Hughes,1211,Heathcote East,491,51.79,457,48.21,948,-5.98
NSW,124,Hughes,1214,Holsworthy,666,52.36,606,47.64,1272,-0.46
NSW,124,Hughes,83604,Holsworthy West,275,57.29,205,42.71,480,1.95
NSW,124,Hughes,1215,Illawong,1574,69.13,703,30.87,2277,-1.77
NSW,124,Hughes,83570,Illawong North,396,69.47,174,30.53,570,-1.44
NSW,124,Hughes,1216,Jannali East,794,50.16,789,49.84,1583,-2.54
NSW,124,Hughes,1217,Jannali West,564,52.03,520,47.97,1084,-1.75
NSW,124,Hughes,431,Kareela,1039,65.3,552,34.7,1591,-0.4
NSW,124,Hughes,1218,Kirrawee (Hughes),859,58.36,613,41.64,1472,-0.42
NSW,124,Hughes,432,Kirrawee South,816,60.49,533,39.51,1349,-2.19
NSW,124,Hughes,80821,Liverpool HUGHES PPVC,324,58.7,228,41.3,552,0.26
NSW,124,Hughes,1220,Loftus,1126,52.62,1014,47.38,2140,-3.26
NSW,124,Hughes,1222,Menai,1128,61.91,694,38.09,1822,2.01
NSW,124,Hughes,32901,Menai Central,1606,63.38,928,36.62,2534,-1.37
NSW,124,Hughes,1191,Menai North,820,66.88,406,33.12,1226,1.65
NSW,124,Hughes,64729,Miranda HUGHES PPVC,4355,63.47,2506,36.53,6861,1.75
NSW,124,Hughes,1223,Moorebank,1487,61.78,920,38.22,2407,5.26
NSW,124,Hughes,83561,Moorebank East,671,60.34,441,39.66,1112,3.8
NSW,124,Hughes,1225,Oyster Bay,1248,58.35,891,41.65,2139,-2.17
NSW,124,Hughes,83572,Oyster Bay North,280,59.07,194,40.93,474,-1.42
NSW,124,Hughes,33610,Special Hospital Team 1,179,67.04,88,32.96,267,-0.25
NSW,124,Hughes,80785,Special Hospital Team 2,106,71.62,42,28.38,148,3.97
NSW,124,Hughes,1230,Sutherland,1100,50.32,1086,49.68,2186,-0.16
NSW,124,Hughes,12076,Sutherland East,587,50.09,585,49.91,1172,-2.04
NSW,124,Hughes,11940,Sutherland North,1223,55.67,974,44.33,2197,-0.36
NSW,124,Hughes,14089,Sydney (Hughes),40,52.63,36,47.37,76,5.33
NSW,124,Hughes,31272,Wattle Grove,1347,61.45,845,38.55,2192,4.98
NSW,124,Hughes,83612,Wattle Grove PPVC,2757,62.19,1676,37.81,4433,4.87
NSW,124,Hughes,34235,Wattle Grove South,618,56.54,475,43.46,1093,-2.39
NSW,124,Hughes,31035,Woronora Heights,703,62.82,416,37.18,1119,1.17
NSW,124,Hughes,1236,Woronora River,601,64.62,329,35.38,930,3.53
NSW,124,Hughes,1237,Yarrawarrah,627,58.82,439,41.18,1066,-0.11
NSW,125,Hume,1660,Appin,714,53.24,627,46.76,1341,3.2
NSW,125,Hume,1663,Bargo,785,62.2,477,37.8,1262,2.37
NSW,125,Hume,83831,Bargo Central,468,62.82,277,37.18,745,5.53
NSW,125,Hume,902,Bigga,73,67.59,35,32.41,108,2.04
NSW,125,Hume,903,Binda,119,66.48,60,33.52,179,-5.99
NSW,125,Hume,65641,BLV Hume PPVC,5,50,5,50,10,21.43
NSW,125,Hume,904,Boorowa,667,66.57,335,33.43,1002,5.65
NSW,125,Hume,65165,Bowral HUME PPVC,1425,58.57,1008,41.43,2433,-4.38
NSW,125,Hume,905,Bradfordville,667,57.3,497,42.7,1164,4.62
NSW,125,Hume,866,Bringelly (Hume),391,71.61,155,28.39,546,3.04
NSW,125,Hume,906,Bundanoon,632,52.02,583,47.98,1215,-5.29
NSW,125,Hume,907,Bungonia,114,65.14,61,34.86,175,3.74
NSW,125,Hume,1669,Buxton,524,55.22,425,44.78,949,4.67
NSW,125,Hume,1670,Camden,1416,70.2,601,29.8,2017,1.13
NSW,125,Hume,11960,Camden Downs,579,64.98,312,35.02,891,1.93
NSW,125,Hume,1671,Camden East,666,64.29,370,35.71,1036,2.64
NSW,125,Hume,65167,Camden HUME PPVC,8667,69.16,3864,30.84,12531,3.5
NSW,125,Hume,1673,Camden South,936,61.06,597,38.94,1533,0.39
NSW,125,Hume,32479,Canyonleigh,76,64.41,42,35.59,118,-7.22
NSW,125,Hume,33738,Cawdor,660,72.45,251,27.55,911,-0.01
NSW,125,Hume,1677,Cobbitty,1081,74.35,373,25.65,1454,-1.12
NSW,125,Hume,910,Collector,83,47.98,90,52.02,173,-16.82
NSW,125,Hume,11962,Colo Vale,455,59.17,314,40.83,769,-2.33
NSW,125,Hume,915,Crookwell,936,68.72,426,31.28,1362,-0.05
NSW,125,Hume,919,Dalton,105,62.87,62,37.13,167,-0.43
NSW,125,Hume,30116,Divisional Office (PREPOLL),96,65.31,51,34.69,147,11.39
NSW,125,Hume,1680,Douglas Park,444,62.71,264,37.29,708,-2.07
NSW,125,Hume,83048,Elderslie Central,884,60.92,567,39.08,1451,5.13
NSW,125,Hume,921,Exeter,246,56.81,187,43.19,433,-6.86
NSW,125,Hume,923,Frogmore,61,85.92,10,14.08,71,8.35
NSW,125,Hume,924,Goulburn,608,50.41,598,49.59,1206,1.98
NSW,125,Hume,926,Goulburn Heights,820,53.66,708,46.34,1528,-0.72
NSW,125,Hume,928,Goulburn North,512,55.77,406,44.23,918,4.54
NSW,125,Hume,33866,Goulburn PPVC,6102,62.12,3721,37.88,9823,1.58
NSW,125,Hume,929,Goulburn South,1078,57.19,807,42.81,1885,2.84
NSW,125,Hume,930,Goulburn West,544,59.85,365,40.15,909,0.66
NSW,125,Hume,931,Grabben Gullen,154,81.05,36,18.95,190,6.05
NSW,125,Hume,1674,Grasmere,331,74.72,112,25.28,443,-0.73
NSW,125,Hume,934,Gunning,284,58.92,198,41.08,482,1.01
NSW,125,Hume,2787,Hill Top,742,58.47,527,41.53,1269,5.47
NSW,125,Hume,940,Laggan,216,76.87,65,23.13,281,-2.92
NSW,125,Hume,883,Luddenham,357,76.12,112,23.88,469,2.77
NSW,125,Hume,943,Marulan,389,61.84,240,38.16,629,4.27
NSW,125,Hume,83534,Menangle,269,71.93,105,28.07,374,3.53
NSW,125,Hume,11991,Mount Annan,1199,60.77,774,39.23,1973,3.05
NSW,125,Hume,36407,Mount Annan Central,1378,55.63,1099,44.37,2477,3.04
NSW,125,Hume,1688,Mount Hunter,423,73.82,150,26.18,573,5.29
NSW,125,Hume,1690,Narellan,936,61.5,586,38.5,1522,4.46
NSW,125,Hume,11992,Narellan Vale,1208,57.28,901,42.72,2109,6.42
NSW,125,Hume,83429,Narellan Vale Central,931,63.72,530,36.28,1461,12.85
NSW,125,Hume,1691,Oakdale,580,67.05,285,32.95,865,4.58
NSW,125,Hume,1692,Orangeville,419,78.76,113,21.24,532,0.65
NSW,125,Hume,1693,Picton,1199,59.83,805,40.17,2004,-0.04
NSW,125,Hume,959,Rye Park,74,59.2,51,40.8,125,-5.87
NSW,125,Hume,33621,Special Hospital Team 1,53,60.92,34,39.08,87,-0.51
NSW,125,Hume,33702,Special Hospital Team 2,65,56.52,50,43.48,115,-5.51
NSW,125,Hume,33703,Special Hospital Team 3,142,66.67,71,33.33,213,5.01
NSW,125,Hume,82977,Spring Farm,1192,56.28,926,43.72,2118,-0.36
NSW,125,Hume,14092,Sydney (Hume),25,73.53,9,26.47,34,20.2
NSW,125,Hume,1698,Tahmoor,1601,58.18,1151,41.82,2752,4.63
NSW,125,Hume,967,Tallong,248,56.11,194,43.89,442,-4.66
NSW,125,Hume,968,Tarago,201,59.47,137,40.53,338,-3.42
NSW,125,Hume,969,Taralga,265,74.44,91,25.56,356,-0.35
NSW,125,Hume,1700,The Oaks,1063,70.12,453,29.88,1516,3.65
NSW,125,Hume,1702,Thirlmere,1436,63.46,827,36.54,2263,5.45
NSW,125,Hume,895,Wallacia,519,73.2,190,26.8,709,10.31
NSW,125,Hume,1707,Warragamba,1696,67.81,805,32.19,2501,5.27
